Year Month Day Hour Minutes in YYYY,MM,DD,HH24,MI format in Local time,Wind speed in m/s,Wind direction in degrees true,Speed of maximum windgust in last 10 minutes in  m/s
2016,6,11,15,0,22,280,31
2016,6,11,15,30,15,270,21
2016,6,11,16,0,26,260,33
2016,6,11,16,30,17,260,21
2016,6,11,17,0,13,250,17
2016,6,11,17,30,13,240,17
2016,6,11,18,0,13,200,17
2016,6,11,18,30,18,230,28
2016,6,11,19,0,18,230,31
2016,6,11,19,30,18,240,26
2016,6,11,20,0,21,230,28
2016,6,11,20,30,15,220,21
2016,6,11,21,0,11,210,15
2016,6,11,21,30,8,170,11
2016,6,11,22,0,9,90,11
2016,6,11,22,30,9,100,13
2016,6,11,23,0,9,130,11
2016,6,11,23,30,0,0,4
2016,6,12,0,0,0,0,0
2016,6,12,0,30,8,290,9
2016,6,12,1,0,2,240,5
2016,6,12,1,30,0,0,0
2016,6,12,2,0,0,0,0
2016,6,12,2,30,0,0,0
2016,6,12,3,0,5,260,8
2016,6,12,3,30,2,340,5
2016,6,12,4,0,0,0,0
2016,6,12,4,30,0,0,0
2016,6,12,5,0,0,0,0
2016,6,12,5,30,8,260,8
2016,6,12,6,0,0,0,0
2016,6,12,6,30,0,0,5
2016,6,12,7,0,0,0,0
2016,6,12,7,30,8,50,9
2016,6,12,8,0,0,0,4
2016,6,12,8,30,0,0,0
2016,6,12,9,0,2,50,5
2016,6,12,9,30,0,0,0
2016,6,12,10,0,0,0,5
2016,6,12,10,30,17,200,21
2016,6,12,11,0,15,230,21
2016,6,12,11,30,13,200,18
2016,6,12,12,0,11,220,15
2016,6,12,12,30,9,250,13
2016,6,12,13,0,8,220,11
2016,6,12,13,30,5,350,13
2016,6,12,14,0,11,320,15
2016,6,12,14,30,8,320,11
2016,6,12,15,0,5,90,8
2016,6,12,15,30,5,50,8
2016,6,12,16,0,9,170,11
2016,6,12,16,30,5,160,8
2016,6,12,17,0,5,160,8
2016,6,12,17,30,5,170,8
2016,6,12,18,0,4,300,8
2016,6,12,18,30,5,300,8
2016,6,12,19,0,2,280,5
2016,6,12,19,30,0,0,0
2016,6,12,20,0,0,0,0
2016,6,12,20,30,0,0,0
2016,6,12,21,0,0,0,2
2016,6,12,21,30,0,0,0
2016,6,12,22,0,5,340,8
2016,6,12,22,30,5,320,8
2016,6,12,23,0,4,190,11
2016,6,12,23,30,0,0,0
2016,6,13,0,0,0,0,0
2016,6,13,0,30,9,200,13
2016,6,13,1,0,4,340,8
2016,6,13,1,30,0,0,0
2016,6,13,2,0,0,0,0
2016,6,13,2,30,0,0,0
2016,6,13,3,0,0,0,0
2016,6,13,3,30,0,0,5
2016,6,13,4,0,0,0,5
2016,6,13,4,30,5,210,9
2016,6,13,5,0,0,0,4
2016,6,13,5,30,0,0,0
2016,6,13,6,0,0,0,0
2016,6,13,6,30,8,10,9
2016,6,13,7,0,8,10,9
2016,6,13,7,30,0,0,0
2016,6,13,8,0,0,0,4
2016,6,13,8,30,5,190,9
2016,6,13,9,0,5,130,9
2016,6,13,9,30,4,120,9
2016,6,13,10,0,5,30,11
2016,6,13,10,30,5,120,8
2016,6,13,11,0,4,30,8
2016,6,13,11,30,8,140,9
2016,6,13,12,0,8,80,11
2016,6,13,12,30,5,140,9
2016,6,13,13,0,5,350,11
2016,6,13,13,30,9,40,13
2016,6,13,14,0,13,80,17
2016,6,13,14,30,13,60,18
2016,6,13,15,0,13,80,17
2016,6,13,15,30,13,60,15
2016,6,13,16,0,13,70,17
2016,6,13,16,30,9,50,13
2016,6,13,17,0,5,30,8
2016,6,13,17,30,0,0,0
2016,6,13,18,0,0,0,5
2016,6,13,18,30,15,50,17
2016,6,13,19,0,9,40,13
2016,6,13,19,30,5,30,8
2016,6,13,20,0,0,0,0
2016,6,13,20,30,0,0,0
2016,6,13,21,0,0,0,0
2016,6,13,21,30,0,0,0
2016,6,13,22,0,0,0,0
2016,6,13,22,30,5,280,9
2016,6,13,23,0,0,0,5
2016,6,13,23,30,0,0,0
2016,6,14,0,0,0,0,0
2016,6,14,0,30,0,0,0
2016,6,14,1,0,0,0,0
2016,6,14,1,30,0,0,8
2016,6,14,2,0,0,0,0
2016,6,14,2,30,0,0,0
2016,6,14,3,0,0,0,0
2016,6,14,3,30,0,0,0
2016,6,14,4,0,0,0,0
2016,6,14,4,30,0,0,0
2016,6,14,5,0,0,0,0
2016,6,14,5,30,0,0,0
2016,6,14,6,0,4,280,8
2016,6,14,6,30,0,0,0
2016,6,14,7,0,0,0,0
2016,6,14,7,30,0,0,0
2016,6,14,8,0,4,90,8
2016,6,14,8,30,2,90,5
2016,6,14,9,0,4,130,5
2016,6,14,9,30,2,90,5
2016,6,14,10,0,5,20,9
2016,6,14,10,30,2,110,8
2016,6,14,11,0,8,120,9
2016,6,14,11,30,8,60,9
2016,6,14,12,0,5,50,9
2016,6,14,12,30,9,30,17
2016,6,14,13,0,8,350,13
2016,6,14,13,30,8,350,11
2016,6,14,14,0,8,10,13
2016,6,14,14,30,4,360,9
2016,6,14,15,0,5,110,8
2016,6,14,15,30,5,160,8
2016,6,14,16,0,5,70,9
2016,6,14,16,30,5,90,8
2016,6,14,17,0,4,110,5
2016,6,14,17,30,0,0,0
2016,6,14,18,0,11,220,13
2016,6,14,18,30,2,260,9
2016,6,14,19,0,0,0,0
2016,6,14,19,30,0,0,5
2016,6,14,20,0,9,220,11
2016,6,14,20,30,4,230,8
2016,6,14,21,0,0,0,0
2016,6,14,21,30,0,0,0
2016,6,14,22,0,0,0,0
2016,6,14,22,30,5,220,9
2016,6,14,23,0,5,230,8
2016,6,14,23,30,8,250,8
2016,6,15,0,0,5,330,8
2016,6,15,0,30,0,0,0
2016,6,15,1,0,0,0,0
2016,6,15,1,30,0,0,0
2016,6,15,2,0,0,0,0
2016,6,15,2,30,0,0,0
2016,6,15,3,0,0,0,0
2016,6,15,3,30,0,0,0
2016,6,15,4,0,0,0,0
2016,6,15,4,30,0,0,0
2016,6,15,5,0,0,0,0
2016,6,15,5,30,0,0,0
2016,6,15,6,0,0,0,0
2016,6,15,6,30,0,0,0
2016,6,15,7,0,2,90,11
2016,6,15,7,30,0,0,0
2016,6,15,8,0,0,0,0
2016,6,15,8,30,0,0,0
2016,6,15,9,0,2,20,8
2016,6,15,9,30,4,50,9
2016,6,15,10,0,5,10,8
2016,6,15,10,30,5,120,9
2016,6,15,11,0,5,110,8
2016,6,15,11,30,4,140,8
2016,6,15,12,0,5,150,9
2016,6,15,12,30,2,150,9
2016,6,15,13,0,2,250,8
2016,6,15,13,30,5,20,8
2016,6,15,14,0,5,40,11
2016,6,15,14,30,5,340,15
2016,6,15,15,0,8,330,11
2016,6,15,15,30,9,20,15
2016,6,15,16,0,8,340,9
2016,6,15,16,30,5,340,5
2016,6,15,17,0,0,0,0
2016,6,15,17,30,0,0,0
2016,6,15,18,0,0,0,5
2016,6,15,18,30,0,0,0
2016,6,15,19,0,0,0,0
2016,6,15,19,30,0,0,0
2016,6,15,20,0,0,0,0
2016,6,15,20,30,0,0,0
2016,6,15,21,0,0,0,0
2016,6,15,21,30,0,0,0
2016,6,15,22,0,0,0,0
2016,6,15,22,30,0,0,0
2016,6,15,23,0,0,0,0
2016,6,15,23,30,0,0,0
2016,6,16,0,0,0,0,0
2016,6,16,0,30,0,0,0
2016,6,16,1,0,0,0,0
2016,6,16,1,30,5,120,5
2016,6,16,2,0,0,0,0
2016,6,16,2,30,0,0,0
2016,6,16,3,0,0,0,0
2016,6,16,3,30,0,0,0
2016,6,16,4,0,0,0,0
2016,6,16,4,30,0,0,0
2016,6,16,5,0,0,0,0
2016,6,16,5,30,0,0,0
2016,6,16,6,0,0,0,0
2016,6,16,6,30,0,0,0
2016,6,16,7,0,0,0,0
2016,6,16,7,30,0,0,0
2016,6,16,8,0,0,0,0
2016,6,16,8,30,0,0,0
2016,6,16,9,0,0,0,0
2016,6,16,9,30,0,0,0
2016,6,16,10,0,5,230,9
2016,6,16,10,30,5,210,9
2016,6,16,11,0,5,230,9
2016,6,16,11,30,4,240,9
2016,6,16,12,0,8,90,11
2016,6,16,12,30,9,90,13
2016,6,16,13,0,9,90,17
2016,6,16,13,30,9,60,15
2016,6,16,14,0,8,10,11
2016,6,16,14,30,13,350,21
2016,6,16,15,0,15,10,18
2016,6,16,15,30,15,20,18
2016,6,16,16,0,15,360,21
2016,6,16,16,30,11,350,15
2016,6,16,17,0,9,290,13
2016,6,16,17,30,13,290,17
2016,6,16,18,0,13,290,17
2016,6,16,18,30,13,260,15
2016,6,16,19,0,13,270,15
2016,6,16,19,30,8,320,9
2016,6,16,20,0,9,300,13
2016,6,16,20,30,0,0,0
2016,6,16,21,0,0,0,0
2016,6,16,21,30,4,340,8
2016,6,16,22,0,2,30,5
2016,6,16,22,30,0,0,0
2016,6,16,23,0,0,0,0
2016,6,16,23,30,0,0,0
2016,6,17,0,0,8,30,9
2016,6,17,0,30,8,40,9
2016,6,17,1,0,0,0,0
2016,6,17,1,30,0,0,0
2016,6,17,2,0,0,0,0
2016,6,17,2,30,0,0,0
2016,6,17,3,0,0,0,0
2016,6,17,3,30,0,0,0
2016,6,17,4,0,0,0,0
2016,6,17,4,30,4,190,8
2016,6,17,5,0,0,0,0
2016,6,17,5,30,0,0,0
2016,6,17,6,0,0,0,0
2016,6,17,6,30,0,0,0
2016,6,17,7,0,0,0,0
2016,6,17,7,30,0,0,0
2016,6,17,8,0,5,260,8
2016,6,17,8,30,0,0,0
2016,6,17,9,0,2,250,5
2016,6,17,9,30,0,0,0
2016,6,17,10,0,0,0,0
2016,6,17,10,30,0,0,0
2016,6,17,11,0,5,270,9
2016,6,17,11,30,4,360,8
2016,6,17,12,0,2,290,5
2016,6,17,12,30,9,20,11
2016,6,17,13,0,15,10,18
2016,6,17,13,30,17,30,21
2016,6,17,14,0,13,40,18
2016,6,17,14,30,13,60,18
2016,6,17,15,0,11,80,15
2016,6,17,15,30,15,40,18
2016,6,17,16,0,15,20,24
2016,6,17,16,30,17,20,21
2016,6,17,17,0,15,20,21
2016,6,17,17,30,18,30,21
2016,6,17,18,0,13,40,17
2016,6,17,18,30,11,30,13
2016,6,17,19,0,15,30,18
2016,6,17,19,30,15,30,18
2016,6,17,20,0,15,20,18
2016,6,17,20,30,17,10,21
2016,6,17,21,0,15,10,21
2016,6,17,21,30,11,20,13
2016,6,17,22,0,13,20,17
2016,6,17,22,30,15,30,18
2016,6,17,23,0,13,20,17
2016,6,17,23,30,15,30,17
2016,6,18,0,0,11,50,13
2016,6,18,0,30,13,60,15
2016,6,18,1,0,13,50,15
2016,6,18,1,30,4,30,8
2016,6,18,2,0,0,0,0
2016,6,18,2,30,8,230,9
2016,6,18,3,0,0,0,0
2016,6,18,3,30,5,260,9
2016,6,18,4,0,0,0,0
2016,6,18,4,30,0,0,0
2016,6,18,5,0,8,250,9
2016,6,18,5,30,0,0,0
2016,6,18,6,0,0,0,0
2016,6,18,6,30,8,270,9
2016,6,18,7,0,0,0,0
2016,6,18,7,30,0,0,0
2016,6,18,8,0,0,0,0
2016,6,18,8,30,0,0,0
2016,6,18,9,0,0,0,0
2016,6,18,9,30,0,0,0
2016,6,18,10,0,0,0,0
2016,6,18,10,30,8,20,11
2016,6,18,11,0,8,30,11
2016,6,18,11,30,8,360,13
2016,6,18,12,0,5,250,11
2016,6,18,12,30,8,40,13
2016,6,18,13,0,5,350,9
2016,6,18,13,30,2,40,13
2016,6,18,14,0,15,200,18
2016,6,18,14,30,15,210,17
2016,6,18,15,0,11,170,13
2016,6,18,15,30,11,190,17
2016,6,18,16,0,13,190,17
2016,6,18,16,30,9,200,13
2016,6,18,17,0,4,210,5
2016,6,18,17,30,5,240,8
2016,6,18,18,0,9,220,13
2016,6,18,18,30,8,220,9
2016,6,18,19,0,0,0,0
2016,6,18,19,30,0,0,0
2016,6,18,20,0,4,230,9
2016,6,18,20,30,9,230,11
2016,6,18,21,0,4,250,5
2016,6,18,21,30,5,330,5
2016,6,18,22,0,5,240,8
2016,6,18,22,30,5,210,8
2016,6,18,23,0,5,220,8
2016,6,18,23,30,8,330,9
2016,6,19,0,0,0,0,0
2016,6,19,0,30,5,240,8
2016,6,19,1,0,0,0,0
2016,6,19,1,30,9,220,11
2016,6,19,2,0,5,230,8
2016,6,19,2,30,0,0,8
2016,6,19,3,0,8,360,8
2016,6,19,3,30,0,0,0
2016,6,19,4,0,0,0,0
2016,6,19,4,30,0,0,0
2016,6,19,5,0,0,0,0
2016,6,19,5,30,0,0,0
2016,6,19,6,0,2,330,8
2016,6,19,6,30,0,0,0
2016,6,19,7,0,8,230,8
2016,6,19,7,30,5,210,8
2016,6,19,8,0,5,110,5
2016,6,19,8,30,0,0,0
2016,6,19,9,0,0,0,5
2016,6,19,9,30,9,180,13
2016,6,19,10,0,5,230,8
2016,6,19,10,30,5,210,8
2016,6,19,11,0,8,220,9
2016,6,19,11,30,8,210,11
2016,6,19,12,0,5,210,11
2016,6,19,12,30,4,120,8
2016,6,19,13,0,8,140,11
2016,6,19,13,30,8,170,17
2016,6,19,14,0,5,200,11
2016,6,19,14,30,8,310,11
2016,6,19,15,0,11,210,15
2016,6,19,15,30,13,280,17
2016,6,19,16,0,8,250,15
2016,6,19,16,30,11,230,15
2016,6,19,17,0,13,180,17
2016,6,19,17,30,11,210,17
2016,6,19,18,0,9,250,11
2016,6,19,18,30,11,210,13
2016,6,19,19,0,5,210,11
2016,6,19,19,30,5,250,8
2016,6,19,20,0,0,0,0
2016,6,19,20,30,5,310,8
2016,6,19,21,0,5,310,11
2016,6,19,21,30,5,330,8
2016,6,19,22,0,8,330,9
2016,6,19,22,30,9,10,9
2016,6,19,23,0,8,50,11
2016,6,19,23,30,0,0,0
2016,6,20,0,0,5,90,8
2016,6,20,0,30,9,10,13
2016,6,20,1,0,11,60,13
2016,6,20,1,30,11,30,15
2016,6,20,2,0,9,30,13
2016,6,20,2,30,9,50,11
2016,6,20,3,0,9,50,11
2016,6,20,3,30,11,60,15
2016,6,20,4,0,15,70,18
2016,6,20,4,30,15,60,18
2016,6,20,5,0,13,50,15
2016,6,20,5,30,11,40,13
2016,6,20,6,0,13,30,15
2016,6,20,6,30,9,340,13
2016,6,20,7,0,5,230,8
2016,6,20,7,30,5,270,8
2016,6,20,8,0,5,290,13
2016,6,20,8,30,4,310,11
2016,6,20,9,0,9,340,11
2016,6,20,9,30,11,10,15
2016,6,20,10,0,15,10,18
2016,6,20,10,30,17,360,22
2016,6,20,11,0,21,350,28
2016,6,20,11,30,18,310,26
2016,6,20,12,0,24,330,31
2016,6,20,12,30,21,290,30
2016,6,20,13,0,30,320,39
2016,6,20,13,30,31,310,42
2016,6,20,14,0,22,310,30
2016,6,20,14,30,21,300,28
2016,6,20,15,0,22,320,33
2016,6,20,15,30,18,350,24
2016,6,20,16,0,17,350,24
2016,6,20,16,30,13,350,18
2016,6,20,17,0,13,330,21
2016,6,20,17,30,15,300,24
2016,6,20,18,0,17,290,22
2016,6,20,18,30,21,290,28
2016,6,20,19,0,22,300,31
2016,6,20,19,30,18,310,35
2016,6,20,20,0,21,290,31
2016,6,20,20,30,18,300,26
2016,6,20,21,0,17,300,26
2016,6,20,21,30,28,290,48
2016,6,20,22,0,28,300,37
2016,6,20,22,30,26,300,35
2016,6,20,23,0,26,300,33
2016,6,20,23,30,28,310,33
2016,6,21,0,0,26,310,35
2016,6,21,0,30,26,320,35
2016,6,21,1,0,26,330,31
2016,6,21,1,30,21,330,31
2016,6,21,2,0,17,330,26
2016,6,21,2,30,15,300,21
2016,6,21,3,0,24,300,33
2016,6,21,3,30,33,290,57
2016,6,21,4,0,22,290,39
2016,6,21,4,30,21,300,30
2016,6,21,5,0,18,300,28
2016,6,21,5,30,15,300,22
2016,6,21,6,0,13,300,18
2016,6,21,6,30,21,290,26
2016,6,21,7,0,13,310,21
2016,6,21,7,30,11,330,17
2016,6,21,8,0,21,300,35
2016,6,21,8,30,24,290,35
2016,6,21,9,0,31,290,41
2016,6,21,9,30,33,290,42
2016,6,21,10,0,18,310,28
2016,6,21,10,30,17,310,26
2016,6,21,11,0,15,270,24
2016,6,21,11,30,33,270,42
2016,6,21,12,0,33,270,44
2016,6,21,12,30,31,280,44
2016,6,21,13,0,46,280,70
2016,6,21,13,30,41,280,57
2016,6,21,14,0,39,290,54
2016,6,21,14,30,35,290,52
2016,6,21,15,0,35,280,46
2016,6,21,15,30,31,270,41
2016,6,21,16,0,18,300,30
2016,6,21,16,30,15,300,22
2016,6,21,17,0,11,330,15
2016,6,21,17,30,18,330,24
2016,6,21,18,0,26,310,35
2016,6,21,18,30,17,310,24
2016,6,21,19,0,13,340,18
2016,6,21,19,30,11,10,18
2016,6,21,20,0,15,340,22
2016,6,21,20,30,17,340,26
2016,6,21,21,0,13,10,17
2016,6,21,21,30,11,30,13
2016,6,21,22,0,9,10,11
2016,6,21,22,30,9,20,13
2016,6,21,23,0,4,350,11
2016,6,21,23,30,24,330,31
2016,6,22,0,0,22,320,30
2016,6,22,0,30,24,330,33
2016,6,22,1,0,18,320,30
2016,6,22,1,30,21,330,28
2016,6,22,2,0,21,340,26
2016,6,22,2,30,18,360,26
2016,6,22,3,0,17,360,24
2016,6,22,3,30,15,360,21
2016,6,22,4,0,17,330,22
2016,6,22,4,30,18,330,33
2016,6,22,5,0,21,350,31
2016,6,22,5,30,17,350,24
2016,6,22,6,0,15,360,17
2016,6,22,6,30,13,10,18
2016,6,22,7,0,13,10,17
2016,6,22,7,30,13,20,17
2016,6,22,8,0,9,340,15
2016,6,22,8,30,17,300,26
2016,6,22,9,0,30,290,39
2016,6,22,9,30,28,280,37
2016,6,22,10,0,31,270,46
2016,6,22,10,30,17,230,24
2016,6,22,11,0,30,270,50
2016,6,22,11,30,28,270,37
2016,6,22,12,0,21,270,28
2016,6,22,12,30,28,270,39
2016,6,22,13,0,21,260,33
2016,6,22,13,30,26,260,39
2016,6,22,14,0,18,270,30
2016,6,22,14,30,28,270,39
2016,6,22,15,0,24,290,31
2016,6,22,15,30,24,290,33
2016,6,22,16,0,24,270,41
2016,6,22,16,30,24,270,39
2016,6,22,17,0,13,290,24
2016,6,22,17,30,15,30,21
2016,6,22,18,0,18,20,26
2016,6,22,18,30,22,310,30
2016,6,22,19,0,22,290,31
2016,6,22,19,30,9,350,13
2016,6,22,20,0,15,310,18
2016,6,22,20,30,18,260,24
2016,6,22,21,0,9,290,13
2016,6,22,21,30,11,270,24
2016,6,22,22,0,17,270,24
2016,6,22,22,30,11,260,22
2016,6,22,23,0,4,240,5
2016,6,22,23,30,15,240,24
2016,6,23,0,0,4,360,9
2016,6,23,0,30,8,260,11
2016,6,23,1,0,8,50,9
2016,6,23,1,30,0,0,0
2016,6,23,2,0,8,90,11
2016,6,23,2,30,13,30,17
2016,6,23,3,0,11,40,13
2016,6,23,3,30,9,40,11
2016,6,23,4,0,5,40,8
2016,6,23,4,30,8,40,9
2016,6,23,5,0,9,30,11
2016,6,23,5,30,4,50,8
2016,6,23,6,0,0,0,0
2016,6,23,6,30,0,0,0
2016,6,23,7,0,5,10,11
2016,6,23,7,30,2,40,5
2016,6,23,8,0,0,0,0
2016,6,23,8,30,0,0,0
2016,6,23,9,0,5,40,9
2016,6,23,9,30,8,30,9
2016,6,23,10,0,9,30,13
2016,6,23,10,30,15,360,21
2016,6,23,11,0,17,350,21
2016,6,23,11,30,15,350,18
2016,6,23,12,0,9,360,15
2016,6,23,12,30,15,340,24
2016,6,23,13,0,18,330,28
2016,6,23,13,30,26,320,37
2016,6,23,14,0,22,330,31
2016,6,23,14,30,13,340,21
2016,6,23,15,0,13,360,17
2016,6,23,15,30,15,30,18
2016,6,23,16,0,15,20,21
2016,6,23,16,30,15,10,18
2016,6,23,17,0,17,360,22
2016,6,23,17,30,13,10,17
2016,6,23,18,0,11,10,15
2016,6,23,18,30,13,360,17
2016,6,23,19,0,13,10,17
2016,6,23,19,30,15,10,18
2016,6,23,20,0,15,30,17
2016,6,23,20,30,11,40,15
2016,6,23,21,0,13,20,17
2016,6,23,21,30,22,30,28
2016,6,23,22,0,15,10,18
2016,6,23,22,30,13,10,18
2016,6,23,23,0,17,20,24
2016,6,23,23,30,21,10,28
2016,6,24,0,0,11,50,17
2016,6,24,0,30,21,10,28
2016,6,24,1,0,17,360,24
2016,6,24,1,30,18,10,24
2016,6,24,2,0,13,10,18
2016,6,24,2,30,18,10,24
2016,6,24,3,0,17,10,22
2016,6,24,3,30,11,350,22
2016,6,24,4,0,15,350,24
2016,6,24,4,30,9,330,17
2016,6,24,5,0,13,350,21
2016,6,24,5,30,18,320,28
2016,6,24,6,0,13,350,18
2016,6,24,6,30,11,350,18
2016,6,24,7,0,11,10,15
2016,6,24,7,30,9,350,17
2016,6,24,8,0,5,310,18
2016,6,24,8,30,9,350,17
2016,6,24,9,0,11,280,21
2016,6,24,9,30,31,280,41
2016,6,24,10,0,21,240,30
2016,6,24,10,30,13,290,18
2016,6,24,11,0,21,270,28
2016,6,24,11,30,28,260,35
2016,6,24,12,0,31,280,46
2016,6,24,12,30,41,290,57
2016,6,24,13,0,46,270,67
2016,6,24,13,30,35,270,54
2016,6,24,14,0,42,280,61
2016,6,24,14,30,46,270,65
2016,6,24,15,0,41,270,57
2016,6,24,15,30,37,270,65
2016,6,24,16,0,26,290,42
2016,6,24,16,30,37,260,55
2016,6,24,17,0,15,340,24
2016,6,24,17,30,13,350,21
2016,6,24,18,0,5,300,9
2016,6,24,18,30,11,200,18
2016,6,24,19,0,21,270,31
2016,6,24,19,30,21,270,41
2016,6,24,20,0,9,290,13
2016,6,24,20,30,15,300,18
2016,6,24,21,0,28,270,37
2016,6,24,21,30,21,250,28
2016,6,24,22,0,18,250,28
2016,6,24,22,30,18,260,22
2016,6,24,23,0,17,260,28
2016,6,24,23,30,18,260,30
2016,6,25,0,0,17,230,37
2016,6,25,0,30,21,250,31
2016,6,25,1,0,15,260,21
2016,6,25,1,30,9,250,18
2016,6,25,2,0,18,250,26
2016,6,25,2,30,11,250,21
2016,6,25,3,0,5,300,9
2016,6,25,3,30,9,270,13
2016,6,25,4,0,8,280,9
2016,6,25,4,30,11,270,13
2016,6,25,5,0,9,250,11
2016,6,25,5,30,17,250,18
2016,6,25,6,0,13,250,21
2016,6,25,6,30,9,250,11
2016,6,25,7,0,2,30,9
2016,6,25,7,30,0,0,2
2016,6,25,8,0,0,0,5
2016,6,25,8,30,9,30,11
2016,6,25,9,0,2,310,5
2016,6,25,9,30,8,250,11
2016,6,25,10,0,18,220,28
2016,6,25,10,30,22,210,30
2016,6,25,11,0,22,220,33
2016,6,25,11,30,24,220,35
2016,6,25,12,0,24,210,39
2016,6,25,12,30,21,200,35
2016,6,25,13,0,22,190,33
2016,6,25,13,30,18,190,26
2016,6,25,14,0,17,190,22
2016,6,25,14,30,21,200,28
2016,6,25,15,0,18,180,28
2016,6,25,15,30,18,190,28
2016,6,25,16,0,17,190,24
2016,6,25,16,30,15,180,21
2016,6,25,17,0,13,190,18
2016,6,25,17,30,13,270,15
2016,6,25,18,0,11,250,13
2016,6,25,18,30,13,260,13
2016,6,25,19,0,11,250,13
2016,6,25,19,30,13,250,17
2016,6,25,20,0,9,240,11
2016,6,25,20,30,5,150,8
2016,6,25,21,0,5,150,8
2016,6,25,21,30,0,0,0
2016,6,25,22,0,0,0,0
2016,6,25,22,30,5,350,9
2016,6,25,23,0,5,110,9
2016,6,25,23,30,2,150,8
2016,6,26,0,0,0,0,0
2016,6,26,0,30,0,0,0
2016,6,26,1,0,4,40,5
2016,6,26,1,30,0,0,0
2016,6,26,2,0,0,0,0
2016,6,26,2,30,0,0,0
2016,6,26,3,0,0,0,0
2016,6,26,3,30,2,280,9
2016,6,26,4,0,0,0,0
2016,6,26,4,30,4,340,8
2016,6,26,5,0,5,80,8
2016,6,26,5,30,0,0,0
2016,6,26,6,0,2,60,5
2016,6,26,6,30,0,0,0
2016,6,26,7,0,0,0,0
2016,6,26,7,30,0,0,0
2016,6,26,8,0,0,0,5
2016,6,26,8,30,0,0,0
2016,6,26,9,0,0,0,0
2016,6,26,9,30,2,330,8
2016,6,26,10,0,2,350,5
2016,6,26,10,30,0,0,0
2016,6,26,11,0,5,10,8
2016,6,26,11,30,4,80,9
2016,6,26,12,0,5,60,9
2016,6,26,12,30,5,20,9
2016,6,26,13,0,5,50,8
2016,6,26,13,30,4,340,9
2016,6,26,14,0,4,50,8
2016,6,26,14,30,8,50,11
2016,6,26,15,0,8,30,9
2016,6,26,15,30,5,80,8
2016,6,26,16,0,4,90,8
2016,6,26,16,30,4,60,5
2016,6,26,17,0,0,0,0
2016,6,26,17,30,0,0,0
2016,6,26,18,0,5,330,8
2016,6,26,18,30,0,0,0
2016,6,26,19,0,0,0,0
2016,6,26,19,30,5,10,9
2016,6,26,20,0,8,340,8
2016,6,26,20,30,8,100,11
2016,6,26,21,0,5,140,8
2016,6,26,21,30,5,170,8
2016,6,26,22,0,5,240,8
2016,6,26,22,30,2,240,5
2016,6,26,23,0,9,270,11
2016,6,26,23,30,0,0,0
2016,6,27,0,0,8,360,9
2016,6,27,0,30,4,10,8
2016,6,27,1,0,2,330,9
2016,6,27,1,30,0,0,0
2016,6,27,2,0,2,200,8
2016,6,27,2,30,0,0,0
2016,6,27,3,0,11,350,13
2016,6,27,3,30,4,300,5
2016,6,27,4,0,9,320,9
2016,6,27,4,30,5,50,9
2016,6,27,5,0,2,290,9
2016,6,27,5,30,13,220,15
2016,6,27,6,0,5,280,11
2016,6,27,6,30,15,360,21
2016,6,27,7,0,5,320,8
2016,6,27,7,30,8,250,11
2016,6,27,8,0,9,250,11
2016,6,27,8,30,5,230,8
2016,6,27,9,0,2,250,8
2016,6,27,9,30,5,240,8
2016,6,27,10,0,8,190,9
2016,6,27,10,30,8,230,11
2016,6,27,11,0,5,250,9
2016,6,27,11,30,9,310,13
2016,6,27,12,0,8,200,13
2016,6,27,12,30,5,250,11
2016,6,27,13,0,9,220,15
2016,6,27,13,30,18,230,24
2016,6,27,14,0,15,230,22
2016,6,27,14,30,15,230,21
2016,6,27,15,0,17,220,33
2016,6,27,15,30,13,200,17
2016,6,27,16,0,22,220,31
2016,6,27,16,30,13,230,18
2016,6,27,17,0,18,250,26
2016,6,27,17,30,11,240,17
2016,6,27,18,0,11,250,17
2016,6,27,18,30,9,270,13
2016,6,27,19,0,11,260,17
2016,6,27,19,30,9,240,17
2016,6,27,20,0,5,150,8
2016,6,27,20,30,0,0,0
2016,6,27,21,0,0,0,0
2016,6,27,21,30,2,110,5
2016,6,27,22,0,4,90,5
2016,6,27,22,30,2,40,8
2016,6,27,23,0,8,280,9
2016,6,27,23,30,13,250,17
2016,6,28,0,0,13,260,17
2016,6,28,0,30,9,250,13
2016,6,28,1,0,9,260,13
2016,6,28,1,30,9,220,13
2016,6,28,2,0,8,260,11
2016,6,28,2,30,11,250,17
2016,6,28,3,0,15,240,21
2016,6,28,3,30,15,260,17
2016,6,28,4,0,15,250,21
2016,6,28,4,30,15,250,18
2016,6,28,5,0,11,220,17
2016,6,28,5,30,9,230,11
2016,6,28,6,0,5,220,11
2016,6,28,6,30,9,230,13
2016,6,28,7,0,9,240,11
2016,6,28,7,30,11,240,18
2016,6,28,8,0,8,100,11
2016,6,28,8,30,11,80,15
2016,6,28,9,0,5,50,9
2016,6,28,9,30,8,50,11
2016,6,28,10,0,4,80,9
2016,6,28,10,30,21,190,28
2016,6,28,11,0,22,190,30
2016,6,28,11,30,24,190,31
2016,6,28,12,0,21,210,28
2016,6,28,12,30,21,220,28
2016,6,28,13,0,18,220,26
2016,6,28,13,30,18,210,24
2016,6,28,14,0,15,180,24
2016,6,28,14,30,18,170,24
2016,6,28,15,0,21,200,28
2016,6,28,15,30,17,210,24
